context	label
the girls likes herself.	0
each of the girls likes herself.	1
the girls likes yourselves.	0
Himself likes John.	0
Mary's pictures of herself surprised Bill.	1
I noticed John's excessive appreciation of himself.	1
Mary noticed John's excessive appreciation of himself.	1
Mary noticed John's excessive appreciation of herself.	0
Mary noticed that John excessively appreciates herself.	0
John loved the new pictures of himself.	1
I showed Mary several portraits of herself.	1
John believes that Mary saw himself.	0
Mary noticed that John excessively appreciates himself.	1
Mary appreciates only John and herself.	1
Mary appreciates John and himself.	0
Mary really appreciates and constantly praises herself and Sue knows it.	1
Mary really appreciates and constantly praises himself and Bill knows it.	0
John heard their criticism of each other.	1
John heard their criticism of themselves.	1
They heard John's criticism of each other.	0
They heard John's criticism of themselves.	0
John heard that they criticized each other.	0
They heard that John criticized each other.	0
John likes himself.	1
The students are proud of themselves.	1
Everyone likes himself.	1
No spy betrayed himself.	1
I heard John's criticism of himself.	1
I heard John's criticism of myself.	0
John heard that I criticized myself.	1
I heard that John criticized myself.	0
Mary likes herself.	1
Our rabbit and the neighbor's cat like them.	0
Bill likes herself.	0
Himself laughs.	0
the girls likes them.	1
John's mother likes him.	1
John believes that Bill saw himself.	1
John believes that Bill saw him.	1
Mary believes that Bill saw herself.	0
They like their books.	1
Everyone thinks he is smart.	1
Who in this class thinks he is smart?	1
Bill's mother saw him.	1
No one's mother saw himself.	0
The mayor of John's hometown wrote to him.	1
The builder of his house visited Peter.	1
That is a bird.	1
That's the truth.	1
He is John.	1
Bob Dylan is Robert Zimmerman.	1
I like Mary and she likes me.	1
I like Mary and she does too.	0
I like Mary and she does like Mary too.	0
She considers John proud of his work.	1
They saw Bill leave.	1
Mary prefers that her ice cream is in a cone.	1
Henry saw that Bill left.	1
What Mary prefers is her ice cream in a cone.	1
What she considers is John proud of his work.	0
What Henry found is Bill sad.	0
What they saw is Bill leave.	0
What Henry find was Bill sad.	0
John heard Mary describe himself.	0
John heard Mary describe herself.	1
Mary considers John proud of herself.	0
Mary considers John proud of her.	1
Mary considers John proud of himself.	1
John believes himself to be proud of Mary.	1
The pictures of Bill she put on your desk.	1
Which pictures of Bill did she put on your desk.	1
Susan wanted to sleep.	1
She put the pictures of Bill on your desk.	1
The pictures of Bill, she put on your desk.	1
The picture of Bill she slept.	0
She slept the picture of Bill.	0
You put which picture of Bill on his desk?	1
Which picture of Bill did you put on his desk?	1
How many strings did you say she had to pull in order to do that?	1
How much care do you think he would be taking of his patients under those circumstances?	1
How much headway is he likely to make.	1
Who left Bill.	1
Whom left Bill.	0
Who did Bill leave.	1
Whom did Bill leave.	1
Is there anything to do today?	1
There are two main characters in the novel.	1
There are 3 firemen available.	1
There stabbed an animal.	0
There ran many people.	0
Mary judged there.	0
I had a realization of there.	0
There were seven people.	1
There were several doctors available.	1
Rodney was eating some squid, wasn't he?	1
There is a man ready to jump from the roof, isn't there?	1
Sharks seem to swim slowly in the tropics.	1
the cat seems to be out of the bag.	1
the shit seems to have hit the fan.	1
There run many people.	0
There seems to be a nurse available.	1
There seems to stab an animal.	0
There seems to run many people to the station.	0
it seems that John left.	1
Several people seem sick.	1
John considers several people sick.	1
There are several people sick.	1
Several people seem several people sick.	1
Several people are sick.	1
Bill is sick.	1
Susan hopes to sleep.	1
Susan hopes that she will sleep.	1
Susan hopes Susan to sleep.	0
Everyone hopes him to sleep.	0
Everyone hopes to sleep.	1
Everyone hopes that everyone will sleep.	1
Susan hopes her to sleep.	0
Only Churchill remembered giving the Blood, Sweat and Tears speech.	1
Only Churchill remembered his giving the Blood, Sweat and Tears speech.	1
Only Churchill remembered himself giving the Blood, Sweat and.	1
Susan hopes herself to sleep.	1
for John to hurt his friends is stupid.	1
to hurt his friends is stupid.	1
for John to hurt himself is stupid.	1
to hurt oneself is stupid.	1
for John to hurt oneself is stupid.	0
John promised Bill to leave.	1
John promised Mary that he would leave.	1
John promised Mary to cut the grass.	1
John promise Mary to control himself.	1
John promised Mary to control herself.	0
John promised Mary to shave herself.	0
John seems to sleep all day.	1
John hopes to sleep.	1
John tried to sleep.	1
John believes to have slept.	0
John believes Bill to have slept.	1
John believes for Bill to have slept.	0
John believes that Bill has slept.	1
John believes Bill that Mary has slept.	0
John convinced to sleep.	0
John convinced Bill to sleep.	1
John convinced Bill for Mary to sleep.	0
John convinced that Bill has slept.	0
it convinced Bill that Mary should sleep.	0
John believes it to be obvious that Bill left.	1
John believes it to be raining.	1
John convinced it to be obvious that Bill left.	0
John convinced it to be raining.	0
John convinced there to be several firemen available.	0
Bill cooked the rice.	1
the rice was cooked by Bill.	1
Bill visited Mary.	1
Mary was visited by Bill.	1
John believes Bill to have cooked the rice.	1
John believes the rice to have been cooked by Bill.	1
John believes Bill to have visited Mary.	1
John believes Mary to have been visited by Bill.	1
John convinced Bill to cook the rice.	1
John convinced the rice to be cooked by Bill.	0
John convinced Bill to visit Mary.	1
John believes that Bill slept.	1
I sent money.	1
I sent Mary money.	1
I sent money to Mary.	1
I sent Bill money to Mary to Sam.	0
I worked on Sunday in the city on that project without a break.	1
I praised Mary.	1
I praised.	0
The moon glows in the darkness.	1
The moon glows.	1
I sang a song with Mary while you did so with Bill.	1
What Mary did with Bill was sing a song.	1
She tried to leave	1
Who said he would give the cloak to Lee?	1
Gilgamesh doesn't be in the dungeon	0
Which book about herself did Jenny say that Anson had written.	1
Paul had eighty eight billion sixty three million forty-four thousand nine hundred at	1
What I said that was we would go.	0
The boy thought she was happy.	1
The landlord donated a helicopter	1
Most dragons have been neutered.	1
Who did you meet all when you were in Derry?	1
Jason persuaded Medea to desert her family.	1
Michael abandoned an old friend at Mardi Gras	1
You friends of the king are all the same	1
He is that kind of actor	1
Lucy's Gomez's wallet	0
Medea tended to appear to be evil.	1
He's bound to could do it	1
Nathan received the cloak from Benjamin	1
That the world is round is obvious.	1
Poseidon wept, after the executioner left.	1
I asked who did Medea poison.	1
I never liked his analysis.	1
Peter is some happy pigs which can fly.	0
Gilgamesh not left.	0
There arrived by Medea.	0
I might have eaten some seaweed.	1
There appears to be a problem with this solution.	1
What Julie became was fond of Lloyd.	1
Bill did not defeat the gods but Gilgamesh did .	1
Aphrodite frees animals	1
The hospital was donated the book to.	0
Medea, Jason poisoned.	1
They kicked himself	0
Emily showed Benjamin himself in the mirror.	1
Jason was killed by Medea.	1
How did you eat the cake?	1
I asked who Medea poisoned.	1
Aphrodite wanted to live and Ishtar tried to	1
I was sitting not under the tree but under the bush	1
The child wails	1
Gilgamesh hasn't left	1
Whiskey do I drink.	0
Dracula thought that he was the Prince of Darkness.	1
He looked up the number.	1
She has kissed her.	1
Agamemnon stopped Jason casting the spell	1
Humans love to eat some disgruntled old pigs in those ditches.	1
Jason whispered that the phoenix had escaped	1
Ron definitely has bought a dog.	1
He book	0
Who is it obvious that Plato loves.	1
Which god the statue?	0
Kiss pigs is my happiest memory	0
Dante accused	0
That picture of Jenny in a rubber dress doesn't flatter her.	1
He might could go	1
Benjamin gave Lee the cloak and Nathan the chalice.	1
That monkey is ate the banana	1
I bought a book about Harry	1
The children wails	0
Who was it obvious that Plato loved?	1
It was for Jenny that I intended to be present.	1
I think she is pregnant	1
It's extremely windy today.	1
Who did you believe that to kiss seemed wrong?	0
Jason would prefer Medea to have cursed Agamemnon.	1
The therapist's analysis of Lucy's	0
Who did Athena introduce to whom?	1
It appears that Poseidon owns a dragon	1
I have often eaten muffins.	1
Gilgamesh can seek Ishtar	1
You kicked yourself	1
Agamemnon seems to have left.	1
The dragons had all eaten the pigs.	1
Anson shot the dinosaur with his rifle in the jungle	1
Genie intoned the mirror.	0
I often have eaten muffins.	1
He kicked himself	1
Gilgamesh has not read the cuneiform tablets.	1
He might maybe do that, mightn't he?	1
I intended for Jenny to be present.	1
We believed to be omnipotent.	0
